time,precip1,precip2,precip3,Precip4
2020-01-01,2.603129,2.137506,1.135328,1.172194
2020-02-01,4.069851,3.815429,2.587491,1.685183
2020-03-01,4.204307,5.594335,6.38938,5.383385
2020-04-01,7.174466,4.730347,4.44258,5.126871
2020-05-01,6.317269,4.563343,3.276118,8.509632
2020-06-01,6.286868,2.35335,3.640978,4.835848
2020-07-01,1.900001,2.035334,2.313675,3.626077
2020-08-01,0.4244875,0.1545471,0.759394,2.309176
2020-09-01,0.3934099,0.2431304,0.7151334,1.581577
2020-10-01,0.1477151,0.1414797,0.2451811,0.7783211
2020-11-01,0.5679504,0.5228758,0.9942408,1.015211
2020-12-01,0,0,0,0
2021-01-01,0.6899734,0.2563737,0.7464439,1.351282
2021-02-01,1.893579,1.86261,0.756733,0.3999338
2021-03-01,4.283886,3.765181,2.827976,1.255032
2021-04-01,3.581657,5.997303,5.07787,4.963407
2021-05-01,3.840363,2.605302,3.784088,4.226399
2021-06-01,1.138366,0.3662779,1.878291,3.241171
2021-07-01,1.870313,1.086334,2.514671,4.024069
2021-08-01,1.256595,1.054072,1.727333,2.526505
2021-09-01,0.3017895,0.1679812,0.6901651,0.88076
2021-10-01,0.145002,0.1357471,0.6116356,0.9091777
2021-11-01,0.06526532,0.02566015,0.556897,3.066056
2021-12-01,0.5912444,1.215146,3.23684,4.55096
2022-01-01,3.363741,4.253439,2.603384,2.476257
2022-02-01,1.113301,0.5699458,0.7514646,0.9783685
2022-03-01,7.564969,6.473306,3.90161,3.60039
2022-04-01,7.107099,4.351991,2.648854,2.716358
